2018-04-04 10:22:56,510 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'INSERT INTO "django_migrations" ("app", "name", "applied") VALUES (%s, %s, %s)' - PARAMS = (u'auth', u'0002_alter_permission_name_max_length', u'2018-04-04 02:22:56.510000'); args=['auth', u'0002_alter_permission_name_max_length', u'2018-04-04 02:22:56.510000']
2018-04-12 18:48:52,434 [Thread-185:1440] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:48:52,437 [Thread-185:1440] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:48:52,437 [Thread-185:1440] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` WHERE `shop_products`.`id` = 1; args=(1,)
2018-04-12 18:48:52,444 [Thread-185:1440] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 10:48:52'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 10:48:52')
2018-04-12 18:48:52,454 [Thread-185:1440] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 18:49:29,280 [Thread-208:10736] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:49:29,282 [Thread-208:10736] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:49:29,283 [Thread-208:10736] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` WHERE `shop_products`.`id` = 1; args=(1,)
2018-04-12 18:49:29,288 [Thread-208:10736] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 10:49:29'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 10:49:29')
2018-04-12 18:49:29,289 [Thread-208:10736] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 18:50:48,450 [Thread-235:2580] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:50:48,453 [Thread-235:2580] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:50:48,454 [Thread-235:2580] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` WHERE `shop_products`.`id` = 1; args=(1,)
2018-04-12 18:50:48,459 [Thread-235:2580] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 10:50:48'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 10:50:48')
2018-04-12 18:50:48,460 [Thread-235:2580] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 18:51:33,924 [Thread-259:12672] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:51:33,926 [Thread-259:12672] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:51:33,927 [Thread-259:12672] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` WHERE `shop_products`.`id` = 1; args=(1,)
2018-04-12 18:51:33,931 [Thread-259:12672] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 10:51:33'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 10:51:33')
2018-04-12 18:51:33,933 [Thread-259:12672] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 18:51:58,538 [Thread-281:8660] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:51:58,539 [Thread-281:8660] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:51:58,540 [Thread-281:8660] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` WHERE `shop_products`.`id` = 1; args=(1,)
2018-04-12 18:51:58,545 [Thread-281:8660] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 10:51:58'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 10:51:58')
2018-04-12 18:51:58,548 [Thread-281:8660] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 18:52:01,094 [Thread-301:5192] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:52:01,096 [Thread-301:5192] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:52:01,098 [Thread-301:5192] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 10:52:01'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 10:52:01')
2018-04-12 18:52:01,098 [Thread-301:5192] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 18:52:01,102 [Thread-301:5192] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` LIMIT 10; args=()
2018-04-12 18:54:43,523 [Thread-324:14216] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:54:43,526 [Thread-324:14216] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:54:43,526 [Thread-324:14216] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 10:54:43'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 10:54:43')
2018-04-12 18:54:43,528 [Thread-324:14216] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 18:54:43,532 [Thread-324:14216] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` LIMIT 10; args=()
2018-04-12 18:55:12,257 [Thread-347:2700] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:55:12,260 [Thread-347:2700] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:55:12,262 [Thread-347:2700] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 10:55:12'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 10:55:12')
2018-04-12 18:55:12,263 [Thread-347:2700] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 18:55:12,267 [Thread-347:2700] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` LIMIT 10; args=()
2018-04-12 18:56:00,270 [Thread-369:10780] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:56:00,273 [Thread-369:10780] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:56:00,275 [Thread-369:10780] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 10:56:00'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 10:56:00')
2018-04-12 18:56:00,276 [Thread-369:10780] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 18:56:00,280 [Thread-369:10780] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` LIMIT 10; args=()
2018-04-12 18:56:36,612 [Thread-392:12228] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:56:36,617 [Thread-392:12228] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:56:36,617 [Thread-392:12228] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 10:56:36'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 10:56:36')
2018-04-12 18:56:36,618 [Thread-392:12228] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 18:56:36,622 [Thread-392:12228] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` LIMIT 10; args=()
2018-04-12 18:59:13,052 [Thread-426:12784] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:59:13,055 [Thread-426:12784] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:59:13,056 [Thread-426:12784] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 10:59:13'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 10:59:13')
2018-04-12 18:59:13,059 [Thread-426:12784] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 18:59:13,062 [Thread-426:12784] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` LIMIT 10; args=()
2018-04-12 18:59:32,575 [Thread-446:8660] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:59:32,578 [Thread-446:8660] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 18:59:32,578 [Thread-446:8660] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 10:59:32'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 10:59:32')
2018-04-12 18:59:32,579 [Thread-446:8660] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 18:59:32,585 [Thread-446:8660] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` LIMIT 10; args=()
2018-04-12 19:00:27,694 [Thread-470:5692] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 19:00:27,696 [Thread-470:5692] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 19:00:27,697 [Thread-470:5692] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 11:00:27'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 11:00:27')
2018-04-12 19:00:27,697 [Thread-470:5692] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 19:00:27,701 [Thread-470:5692] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` LIMIT 10; args=()
2018-04-12 19:01:34,980 [Thread-498:8548] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 19:01:34,982 [Thread-498:8548] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 19:01:34,983 [Thread-498:8548] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 11:01:34'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 11:01:34')
2018-04-12 19:01:34,984 [Thread-498:8548] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 19:01:34,990 [Thread-498:8548] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` LIMIT 10; args=()
2018-04-12 19:01:45,410 [Thread-518:12412] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 19:01:45,411 [Thread-518:12412] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 19:01:45,411 [Thread-518:12412] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 11:01:45'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 11:01:45')
2018-04-12 19:01:45,414 [Thread-518:12412] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 19:01:45,417 [Thread-518:12412] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` LIMIT 10; args=()
2018-04-12 19:01:58,242 [Thread-539:3488] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 19:01:58,243 [Thread-539:3488] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2018-04-12 19:01:58,243 [Thread-539:3488] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'p2upanjv2bocrgfl3al62ns29eyn1pnp' AND `django_session`.`expire_date` > '2018-04-12 11:01:58'); args=('p2upanjv2bocrgfl3al62ns29eyn1pnp', u'2018-04-12 11:01:58')
2018-04-12 19:01:58,246 [Thread-539:3488] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_user`.`id`, `shop_user`.`password`, `shop_user`.`last_login`, `shop_user`.`is_superuser`, `shop_user`.`username`, `shop_user`.`first_name`, `shop_user`.`last_name`, `shop_user`.`email`, `shop_user`.`is_staff`, `shop_user`.`is_active`, `shop_user`.`date_joined`, `shop_user`.`avatar`, `shop_user`.`balance`, `shop_user`.`date_reg`, `shop_user`.`mobile`, `shop_user`.`status` FROM `shop_user` WHERE `shop_user`.`id` = 1; args=(1,)
2018-04-12 19:01:58,250 [Thread-539:3488] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `shop_products`.`id`, `shop_products`.`title`, `shop_products`.`desc`, `shop_products`.`image`, `shop_products`.`ptype_id`, `shop_products`.`price`, `shop_products`.`stock`, `shop_products`.`time` FROM `shop_products` LIMIT 10; args=()
2018-04-12 19:02:10,697 [Thread-560:11224] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
